"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","modecd","mode_name","typeofservicecd","mode_voms","form_type","guideway","guideway_questionable","stations","stations_questionable","administrative_buildings","administrative_buildings_1","maintenance_buildings","maintenance_buildings_1","passenger_vehicles","passenger_vehicles_1","other_vehicles","other_vehicles_questionable","fare_collection_equipment","fare_collection_equipment_1","communication_information","communication_information_1","other","other_questionable","reduced_reporter","reduced_reporter_questionable","total","total_questionable"
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","CB","Commuter Bus","PT",,"Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","CB","Commuter Bus","PT",,"Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","DR","Demand Response","PT","366","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","DR","Demand Response","PT","366","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","DR","Demand Response","TX","79","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","DR","Demand Response","TX","79","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","FB","Ferryboat","DO","2","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"32438",,"0",,"0",,"104000",,"0",,"0",,"0",,"0",,"0",,"136438",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","FB","Ferryboat","DO","2","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","LR","Light Rail","PT",,"Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","LR","Light Rail","PT",,"Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","MB","Bus","DO","739","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"26156073",,"0",,"1249447",,"0",,"0",,"16077568",,"0",,"43483088",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","MB","Bus","DO","739","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","491286",,"62710",,"63512",,"72557291",,"35214338",,"6164624",,"0",,"16188739",,"24324521",,"0",,"155067021",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","MB","Bus","PT","58","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"6604153",,"0",,"0",,"0",,"0",,"0",,"6604153",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","MB","Bus","PT","58","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"2286053",,"0",,"0",,"0",,"0",,"0",,"2286053",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","SR","Streetcar Rail","DO","10","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","SR","Streetcar Rail","DO","10","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","TB","Trolleybus","DO","107","Uses of Capital (F-20) - Expansion of Service","420613",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"420613",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","TB","Trolleybus","DO","107","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","4019769",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"4019769",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","VP","Vanpool","DO","991","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"6429866",,"0",,"0",,"0",,"0",,"0",,"6429866",
"King County, dba: King County Metro","Seattle","WA","00001","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","2352","VP","Vanpool","DO","991","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Spokane Transit Authority","Spokane","WA","00002","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","83764","Spokane, WA","447279","316","DR","Demand Response","DO","54","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"2514280",,"0",,"0",,"0",,"0",,"0",,"2514280",
"Spokane Transit Authority","Spokane","WA","00002","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","83764","Spokane, WA","447279","316","DR","Demand Response","DO","54","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Spokane Transit Authority","Spokane","WA","00002","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","83764","Spokane, WA","447279","316","DR","Demand Response","PT","38","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Spokane Transit Authority","Spokane","WA","00002","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","83764","Spokane, WA","447279","316","DR","Demand Response","PT","38","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Spokane Transit Authority","Spokane","WA","00002","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","83764","Spokane, WA","447279","316","MB","Bus","DO","135","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"4557947",,"0",,"4062116",,"11685328",,"187272",,"84574",,"1200090",,"7661171",,"0",,"29438498",
"Spokane Transit Authority","Spokane","WA","00002","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","83764","Spokane, WA","447279","316","MB","Bus","DO","135","Uses of Capital (F-20) - Expansion of Service","1051940",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"1051940",
"Spokane Transit Authority","Spokane","WA","00002","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","83764","Spokane, WA","447279","316","VP","Vanpool","DO","89","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"790592",,"0",,"0",,"0",,"0",,"0",,"790592",
"Spokane Transit Authority","Spokane","WA","00002","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","83764","Spokane, WA","447279","316","VP","Vanpool","DO","89","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","CB","Commuter Bus","PT",,"Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","CB","Commuter Bus","PT",,"Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","DR","Demand Response","DO","14","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","DR","Demand Response","DO","14","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"6207",,"0",,"13415393",,"0",,"0",,"0",,"0",,"0",,"13421600",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","DR","Demand Response","PT","75","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"2307890",,"0",,"0",,"0",,"0",,"0",,"2307890",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","DR","Demand Response","PT","75","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","MB","Bus","DO","105","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"2668464",,"166685",,"4728777",,"0",,"637799",,"0",,"3167147",,"0",,"0",,"11368872",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","MB","Bus","DO","105","Uses of Capital (F-20) - Expansion of Service","0",,"3242901",,"0",,"26721",,"489842",,"7257",,"0",,"0",,"1759082",,"0",,"5525803",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","VP","Vanpool","DO","222","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"2746140",,"0",,"0",,"0",,"46000",,"0",,"2792140",
"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA","00003","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","416","VP","Vanpool","DO","222","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Confederated Tribes of the Colville Indian Reservation","Nespelem","WA","00004","Tribe","Reduced Reporter","2024","00053","Washington Non-UZA","1895776","5","FB","Ferryboat","DO","1","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Confederated Tribes of the Colville Indian Reservation","Nespelem","WA","00004","Tribe","Reduced Reporter","2024","00053","Washington Non-UZA","1895776","5","MB","Bus","DO","4","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Everett, dba: Everett Transit","Everett","WA","00005","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","50","DR","Demand Response","DO","18","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Everett, dba: Everett Transit","Everett","WA","00005","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","50","DR","Demand Response","DO","18","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Everett, dba: Everett Transit","Everett","WA","00005","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","50","MB","Bus","DO","32","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"1338217",,"0",,"283418",,"1715014",,"0",,"19762",,"395665",,"6219827",,"0",,"9971903",
"City of Everett, dba: Everett Transit","Everett","WA","00005","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","50","MB","Bus","DO","32","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Yakima, dba: Yakima Transit","Yakima","WA","00006","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","97507","Yakima, WA","133145","43","CB","Commuter Bus","PT","2","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Yakima, dba: Yakima Transit","Yakima","WA","00006","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","97507","Yakima, WA","133145","43","CB","Commuter Bus","PT","2","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Yakima, dba: Yakima Transit","Yakima","WA","00006","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","97507","Yakima, WA","133145","43","DR","Demand Response","PT","23","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"971356",,"0",,"0",,"0",,"0",,"0",,"971356",
"City of Yakima, dba: Yakima Transit","Yakima","WA","00006","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","97507","Yakima, WA","133145","43","DR","Demand Response","PT","23","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Yakima, dba: Yakima Transit","Yakima","WA","00006","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","97507","Yakima, WA","133145","43","MB","Bus","DO","18","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"65737",,"0",,"343548",,"0",,"0",,"409285",
"City of Yakima, dba: Yakima Transit","Yakima","WA","00006","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","97507","Yakima, WA","133145","43","MB","Bus","DO","18","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","DR","Demand Response","PT","35","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"3282481",,"0",,"0",,"0",,"0",,"0",,"3282481",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","DR","Demand Response","PT","35","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","DR","Demand Response","TX","31","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","DR","Demand Response","TX","31","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","MB","Bus","DO","53","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","8906",,"5226294",,"849714",,"928277",,"242636",,"219554",,"25624",,"1516036",,"14600",,"0",,"9031641",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","MB","Bus","DO","53","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","MB","Bus","PT","3","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"2963304",,"0",,"0",,"0",,"0",,"0",,"2963304",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","MB","Bus","PT","3","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","RB","Bus Rapid Transit","DO","13","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","RB","Bus Rapid Transit","DO","13","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"6539471",,"158987",,"0",,"0",,"0",,"0",,"6698458",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","VP","Vanpool","PT","6","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Lane Transit District","Eugene","OR","00007","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","28117","Eugene, OR","270179","141","VP","Vanpool","PT","6","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","DR","Demand Response","PT","195","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","DR","Demand Response","PT","195","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"49750",,"14059699",,"0",,"0",,"58534",,"0",,"0",,"14167983",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","DR","Demand Response","TN","26","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","DR","Demand Response","TN","26","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","DR","Demand Response","TX","19","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","DR","Demand Response","TX","19","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","LR","Light Rail","DO","102","Uses of Capital (F-20) - Expansion of Service","931159",,"17987061",,"0",,"1627",,"0",,"0",,"0",,"0",,"0",,"0",,"18919847",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","LR","Light Rail","DO","102","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","55430010",,"2188617",,"0",,"2325250",,"25104131",,"1286357",,"0",,"1966473",,"0",,"0",,"88300838",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","MB","Bus","DO","459","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"15298",,"5469941",,"18319694",,"4749503",,"3947759",,"14301445",,"311940",,"0",,"47115580",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","MB","Bus","DO","459","Uses of Capital (F-20) - Expansion of Service","0",,"1261463",,"0",,"11447426",,"0",,"8724",,"0",,"1390223",,"0",,"0",,"14107836",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","SR","Streetcar Rail","PT",,"Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","SR","Streetcar Rail","PT",,"Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","YR","Hybrid Rail","PT","3","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR","00008","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71317","Portland, OR--WA","2104238","804","YR","Hybrid Rail","PT","3","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Klamath Tribes, dba: Quail Trail","Chiloquin","OR","00010","Tribe","Reduced Reporter","2024","00041","Oregon Non-UZA","1553447","7","CB","Commuter Bus","DO","2","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"251000",,"251000",
"Klamath Tribes, dba: Quail Trail","Chiloquin","OR","00010","Tribe","Reduced Reporter","2024","00041","Oregon Non-UZA","1553447","7","DR","Demand Response","DO","5","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"106516",,"106516",
"Municipality of Anchorage","Anchorage","AK","00012","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","02305","Anchorage, AK","249252","186","DR","Demand Response","PT","43","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"57367",,"0",,"0",,"21367",,"0",,"0",,"78734",
"Municipality of Anchorage","Anchorage","AK","00012","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","02305","Anchorage, AK","249252","186","DR","Demand Response","PT","43","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Municipality of Anchorage","Anchorage","AK","00012","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","02305","Anchorage, AK","249252","186","MB","Bus","DO","40","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"5352",,"523547",,"592899",,"14489149",,"43125",,"0",,"99737",,"739796",,"0",,"16493605",
